 clientNum   hotelType    Budget   events
65  5   7053   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
66  3   8007   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
67  3   9106   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
68  4   5548   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
69  3   4948   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
70  5   4951   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
71  5   6106   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
72  5   4093   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
73  4   8774   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
74  4   5707   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
75  3   7909   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
76  4   3691   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
77  5   8268   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
78  3   5119   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
79  3   7377   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
80  3   4643   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
81  4   6386   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
82  5   3686   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
83  4   4532   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
84  3   9488   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
85  5   3525   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
86  3   7646   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
87  5   7719   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
88  3   5689   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
89  4   5553   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
90  5   9079   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
91  4   8765   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
92  5   3060   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
93  5   3700   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
94  3   4055   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
95  4   9794   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
96  5   6484   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
97  3   5193   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
98  5   7888   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
99  4   4355   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
100  4   9075   { 4, 6, 0, 0, 14, 13, 5, 2, 4, 12,  }
